"Time","time_d","Head_1","Rain_2","ET_3_AET","ET_3_PET","NET1.Sources.Sinks","PM","Overland","ET.Interception.Storage","NET2.Accumulation","ERROR..NET1.NET2.","Error.rel","Error.percent","Olf2PM","PM2Olf","Canopy_evap","Surf_evap","PM_evap","PM_trans","Tot_ET"
0.00001157407,0.00001157407,11530.397062,0,0,0,11530.397062,11530.39561,0,0,11530.39561,0.0014514942486,0.00000012588415925,0.000012588415133,0.000000020576148117,0,0,0,0,0,0
0.0000384905118604651,0.0000269164418604651,0.001451424652,0,0,0,0.001451424652,0.001444115872,0,0,0.001444115872,0.0000073087800302,0.0050483009786,0.50355903906,0.00000002057614812,0,0,0,0,0,0
0.000105781616511628,0.0000672911046511628,0.0014514234787,0,0,0,0.0014514234787,0.0014441149842,0,0,0.0014441149842,0.0000073084945173,0.0050481073631,0.50353977489,0.000000020576148128,0,0,0,0,0,0
0.000274009378139535,0.000168227761627907,0.0014514205455,0,0,0,0.0014514205455,0.0014441133077,0,0,0.0014441133077,0.0000073072378503,0.005047247396,0.50345421062,0.000000020576148148,0,0,0,0,0,0
0.000694578782209302,0.000420569404069767,0.0014514132126,0,0,0,0.0014514132126,0.0014441093398,0,0,0.0014441093398,0.0000073038728672,0.0050449428282,0.50322491236,0.000000020576148199,0,0,0,0,0,0
0.00174600229238372,0.00105142351017442,0.0014513948807,0,0,0,0.0014513948807,0.0014440995142,0,0,0.0014440995142,0.0000072953665721,0.0050391163491,0.50264519111,0.000000020576148325,0,0,0,0,0,0
0.00437456106781977,0.00262855877543605,0.0014513490534,0,0,0,0.0014513490534,0.001444074985,0,0,0.001444074985,0.0000072740683621,0.0050245271612,0.50119358573,0.000000020576148642,0,0,0,0,0,0
0.0109459580064099,0.00657139693859011,0.0014512344996,0,0,0,0.0014512344996,0.001444013684,0,0,0.001444013684,0.0000072208155427,0.0049880459877,0.49756366355,0.000000020576149433,0,0,0,0,0,0
0.0273744503528852,0.0164284923464753,0.001450948206,0,0,0,0.001450948206,0.0014438604712,0,0,0.0014438604712,0.0000070877347223,0.0048968588343,0.48848985051,0.00000002057615141,0,0,0,0,0,0
0.0684456812190734,0.0410712308661882,0.0014502330401,0,0,0,0.0014502330401,0.0014434776185,0,0,0.0014434776185,0.0000067554216624,0.0046690374121,0.46581628438,0.000000020576156353,0,0,0,0,0,0
0.171123758384544,0.102678077165471,0.0014484486685,0,0,0,0.0014484486685,0.0014425216354,0,0,0.0014425216354,0.0000059270331738,0.0041003763794,0.40919870359,0.000000020576168709,0,0,0,0,0,0
0.42781895129822,0.256695192913676,0.0014440097592,0,0,0,0.0014440097592,0.0014401387816,0,0,0.0014401387816,0.0000038709776854,0.0026843122888,0.26807143516,0.000000020576199595,0,0,0,0,0,0
1,0.57218104870178,0.0014342282536,0,0,0,0.0014342282536,0.0014345017081,0,0,0.0014345017081,-0.0000002734544943,0.00019064498782,0.019066316231,0.000000020576268411,0,0,0,0,0,0
1.5,0.5,0.0014258145821,0.008,-0.0065626016276,0.017928,0.0028632129545,0.0028394501955,0.000000017446261719,0,0.0028394676418,0.000023745312683,0.0083277722755,0.2519178844,0.00053527204069,0,0,-0.0000016872011463,-0.0065609144265,0,-0.0065626016276
